cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_key,tkn1_key,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol,timestamp,tkn0_balance,tkn1_balance,liquidity,sqrt_price_q96,tick,tick_spacing,strategy_id
,,0,bancor_v3 BNT-FF1C/MATIC-eBB0 0.000,BNT-FF1C/MATIC-eBB0,bancor_v3,0,0,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,BNT-FF1C,MATIC-eBB0,18,18,2,BNT,MATIC,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/MFG-0312 0.000,BNT-FF1C/MFG-0312,bancor_v3,0,0,0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x6710c63432A2De02954fc0f851db07146a6c0312,BNT-FF1C,MFG-0312,18,18,2,BNT,MFG,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/MKR-79A2 0.000,BNT-FF1C/MKR-79A2,bancor_v3,0,0,0x967da4048cD07aB37855c090aAF366e4ce1b9F48,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,BNT-FF1C,MKR-79A2,18,18,2,BNT,MKR,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/MONA-412A 0.000,BNT-FF1C/MONA-412A,bancor_v3,0,0,0x6710c63432A2De02954fc0f851db07146a6c0312,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x275f5Ad03be0Fa221B4C6649B8AeE09a42D9412A,BNT-FF1C,MONA-412A,18,18,2,BNT,MONA,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/MPH-35C5 0.000,BNT-FF1C/MPH-35C5,bancor_v3,0,0,0x275f5Ad03be0Fa221B4C6649B8AeE09a42D9412A,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x8888801aF4d980682e47f1A9036e589479e835C5,BNT-FF1C,MPH-35C5,18,18,2,BNT,MPH,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/NDX-5F83 0.000,BNT-FF1C/NDX-5F83,bancor_v3,0,0,0x8888801aF4d980682e47f1A9036e589479e835C5,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x86772b1409b61c639EaAc9Ba0AcfBb6E238e5F83,BNT-FF1C,NDX-5F83,18,18,2,BNT,NDX,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/NMR-6671 0.000,BNT-FF1C/NMR-6671,bancor_v3,0,0,0x86772b1409b61c639EaAc9Ba0AcfBb6E238e5F83,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,BNT-FF1C,NMR-6671,18,18,2,BNT,NMR,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/OCEAN-9F48 0.000,BNT-FF1C/OCEAN-9F48,bancor_v3,0,0,0x4a220E6096B25EADb88358cb44068A3248254675,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x967da4048cD07aB37855c090aAF366e4ce1b9F48,BNT-FF1C,OCEAN-9F48,18,18,2,BNT,OCEAN,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/OPIUM-eC11 0.000,BNT-FF1C/OPIUM-eC11,bancor_v3,0,0,0x99295f1141d58A99e939F7bE6BBe734916a875B8,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x888888888889C00c67689029D7856AAC1065eC11,BNT-FF1C,OPIUM-eC11,18,18,2,BNT,OPIUM,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/PHTR-22dA 0.000,BNT-FF1C/PHTR-22dA,bancor_v3,0,0,0x505a84a03e382331A1Be487b632Cf357748b65d6,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xE1Fc4455f62a6E89476f1072530C20CF1A0622dA,BNT-FF1C,PHTR-22dA,18,18,2,BNT,PHTR,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/QNT-4675 0.000,BNT-FF1C/QNT-4675,bancor_v3,0,0,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x4a220E6096B25EADb88358cb44068A3248254675,BNT-FF1C,QNT-4675,18,18,2,BNT,QNT,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/RARI-41CF 0.000,BNT-FF1C/RARI-41CF,bancor_v3,0,0,0x48Fb253446873234F2fEBbF9BdeAA72d9d387f94,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xFca59Cd816aB1eaD66534D82bc21E7515cE441CF,BNT-FF1C,RARI-41CF,18,18,2,BNT,RARI,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/REN-2a38 0.000,BNT-FF1C/REN-2a38,bancor_v3,0,0,0xb9EF770B6A5e12E45983C5D80545258aA38F3B78,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x408e41876cCCDC0F92210600ef50372656052a38,BNT-FF1C,REN-2a38,18,18,2,BNT,REN,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/REQ-938a 0.000,BNT-FF1C/REQ-938a,bancor_v3,0,0,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x8f8221aFbB33998d8584A2B05749bA73c37a938a,BNT-FF1C,REQ-938a,18,18,2,BNT,REQ,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/RLC-7375 0.000,BNT-FF1C/RLC-7375,bancor_v3,0,0,0x8f8221aFbB33998d8584A2B05749bA73c37a938a,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x607F4C5BB672230e8672085532f7e901544a7375,BNT-FF1C,RLC-7375,18,9,2,BNT,RLC,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/RNB-e743 0.000,BNT-FF1C/RNB-e743,bancor_v3,0,0,0x607F4C5BB672230e8672085532f7e901544a7375,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x2A039B1D9bBDccBb91be28691b730ca893e5e743,BNT-FF1C,RNB-e743,18,18,2,BNT,RNB,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/ROOK-3d4a 0.000,BNT-FF1C/ROOK-3d4a,bancor_v3,0,0,0x2A039B1D9bBDccBb91be28691b730ca893e5e743,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xfA5047c9c78B8877af97BDcb85Db743fD7313d4a,BNT-FF1C,ROOK-3d4a,18,18,2,BNT,ROOK,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/RPL-A51f 0.000,BNT-FF1C/RPL-A51f,bancor_v3,0,0,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,BNT-FF1C,RPL-A51f,18,18,2,BNT,RPL,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/SATA-bEe1 0.000,BNT-FF1C/SATA-bEe1,bancor_v3,0,0,0xfA5047c9c78B8877af97BDcb85Db743fD7313d4a,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x3ebb4A4e91Ad83BE51F8d596533818b246F4bEe1,BNT-FF1C,SATA-bEe1,18,18,2,BNT,SATA,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/SHEESHA-E768 0.000,BNT-FF1C/SHEESHA-E768,bancor_v3,0,0,0x3ebb4A4e91Ad83BE51F8d596533818b246F4bEe1,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x232FB065D9d24c34708eeDbF03724f2e95ABE768,BNT-FF1C,SHEESHA-E768,18,18,2,BNT,SHEESHA,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/SHIBGF-65d6 0.000,BNT-FF1C/SHIBGF-65d6,bancor_v3,0,0,0x408e41876cCCDC0F92210600ef50372656052a38,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x505a84a03e382331A1Be487b632Cf357748b65d6,BNT-FF1C,SHIBGF-65d6,18,18,2,BNT,SHIBGF,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/SNX-2a6F 0.000,BNT-FF1C/SNX-2a6F,bancor_v3,0,0,0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,BNT-FF1C,SNX-2a6F,18,18,2,BNT,SNX,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/TEMP-1aB9 0.000,BNT-FF1C/TEMP-1aB9,bancor_v3,0,0,0x232FB065D9d24c34708eeDbF03724f2e95ABE768,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xA36FDBBAE3c9d55a1d67EE5821d53B50B63A1aB9,BNT-FF1C,TEMP-1aB9,18,18,2,BNT,TEMP,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/TRAC-0A6F 0.000,BNT-FF1C/TRAC-0A6F,bancor_v3,0,0,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F,BNT-FF1C,TRAC-0A6F,18,18,2,BNT,TRAC,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/UMA-F828 0.000,BNT-FF1C/UMA-F828,bancor_v3,0,0,0xc719d010B63E5bbF2C0551872CD5316ED26AcD83,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,BNT-FF1C,UMA-F828,18,18,2,BNT,UMA,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/UNI-F984 0.000,BNT-FF1C/UNI-F984,bancor_v3,0,0,0xD13c7342e1ef687C5ad21b27c2b65D772cAb5C8c,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,BNT-FF1C,UNI-F984,18,18,2,BNT,UNI,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/UOS-5C8c 0.000,BNT-FF1C/UOS-5C8c,bancor_v3,0,0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xD13c7342e1ef687C5ad21b27c2b65D772cAb5C8c,BNT-FF1C,UOS-5C8c,18,4,2,BNT,UOS,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/USDC-eB48 0.000,BNT-FF1C/USDC-eB48,bancor_v3,0,0,0xdAC17F958D2ee523a2206206994597C13D831ec7,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BNT-FF1C,USDC-eB48,18,6,2,BNT,USDC,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/USDT-1ec7 0.000,BNT-FF1C/USDT-1ec7,bancor_v3,0,0,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xdAC17F958D2ee523a2206206994597C13D831ec7,BNT-FF1C,USDT-1ec7,18,6,2,BNT,USDT,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/vBNT-7f94 0.000,BNT-FF1C/vBNT-7f94,bancor_v3,0,0,0xA36FDBBAE3c9d55a1d67EE5821d53B50B63A1aB9,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x48Fb253446873234F2fEBbF9BdeAA72d9d387f94,BNT-FF1C,vBNT-7f94,18,18,2,BNT,vBNT,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/WBTC-C599 0.000,BNT-FF1C/WBTC-C599,bancor_v3,0,0,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,BNT-FF1C,WBTC-C599,18,8,2,BNT,WBTC,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/wNXM-2bDE 0.000,BNT-FF1C/wNXM-2bDE,bancor_v3,0,0,0xFca59Cd816aB1eaD66534D82bc21E7515cE441CF,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,BNT-FF1C,wNXM-2bDE,18,18,2,BNT,wNXM,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/WOO-5D4B 0.000,BNT-FF1C/WOO-5D4B,bancor_v3,0,0,0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,BNT-FF1C,WOO-5D4B,18,18,2,BNT,WOO,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/wstETH-2Ca0 0.000,BNT-FF1C/wstETH-2Ca0,bancor_v3,0,0,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,BNT-FF1C,wstETH-2Ca0,18,18,2,BNT,wstETH,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/xSUSHI-4272 0.000,BNT-FF1C/xSUSHI-4272,bancor_v3,0,0,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x8798249c2E607446EfB7Ad49eC89dD1865Ff4272,BNT-FF1C,xSUSHI-4272,18,18,2,BNT,xSUSHI,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/YFI-d93e 0.000,BNT-FF1C/YFI-d93e,bancor_v3,0,0,0x514910771AF9Ca656af840dff83E8264EcF986CA,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,BNT-FF1C,YFI-d93e,18,18,2,BNT,YFI,,,,,,,0,0
,,0,bancor_v3 BNT-FF1C/ZCN-3B78 0.000,BNT-FF1C/ZCN-3B78,bancor_v3,0,0,0x1559FA1b8F28238FD5D76D9f434ad86FD20D1559,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xb9EF770B6A5e12E45983C5D80545258aA38F3B78,BNT-FF1C,ZCN-3B78,18,10,2,BNT,ZCN,,,,,,,0,0
